2014012173,1,2011011208,52.55427519
2014012173,1,2013310564,55.76853763
2014012173,1,2222222222,51.17925406
2014012173,2,2011011208,68.32055775
2014012173,2,2013310564,74.35805017
2014012173,2,2222222222,66.53303028
2014012173,3,2011011208,52.55427519
2014012173,3,2013310564,83.65280645
2014012173,3,2222222222,87.0047319
2014012173,4,2011011208,84.0868403
2014012173,4,2013310564,92.94756272
2014012173,4,2222222222,87.0047319
2014012173,5,2011011208,89.34226782
2014012173,5,2013310564,83.65280645
2014012173,5,2222222222,87.0047319
2014012173,6,2011011208,78.83141278
2014012173,6,2013310564,74.35805017
2014012173,6,2222222222,66.53303028
2014012173,7,2011011208,78.83141278
2014012173,7,2013310564,92.94756272
2014012173,7,2222222222,81.88680649
2014012173,8,2011011208,89.34226782
2014012173,8,2013310564,92.94756272
2014012173,8,2222222222,87.0047319
2014012173,9,2011011208,89.34226782
2014012173,9,2013310564,92.94756272
2014012173,9,2222222222,92.1226573
2014012173,10,2011011208,89.34226782
2014012173,10,2013310564,92.94756272
2014012173,10,2222222222,87.0047319
2014012173,11,2011011208,73.57598527
2014012173,11,2013310564,65.0632939
2014012173,11,2222222222,76.76888109
2014012173,12,2011011208,89.34226782
2014012173,12,2013310564,92.94756272
2014012173,12,2222222222,87.0047319
2014013072,1,2011011208,78.83141278
2014013072,1,2013310564,83.65280645
2014013072,1,2222222222,71.65095568
2014013072,2,2011011208,78.83141278
2014013072,2,2013310564,74.35805017
2014013072,2,2222222222,71.65095568
2014013072,3,2011011208,84.0868403
2014013072,3,2013310564,83.65280645
2014013072,3,2222222222,81.88680649
2014013072,4,2011011208,78.83141278
2014013072,4,2013310564,83.65280645
2014013072,4,2222222222,87.0047319
2014013072,5,2011011208,89.34226782
2014013072,5,2013310564,74.35805017
2014013072,5,2222222222,76.76888109
2014013072,6,2011011208,89.34226782
2014013072,6,2013310564,65.0632939
2014013072,6,2222222222,87.0047319
2014013072,7,2011011208,84.0868403
2014013072,7,2013310564,92.94756272
2014013072,7,2222222222,87.0047319
2014013072,8,2011011208,84.0868403
2014013072,8,2013310564,74.35805017
2014013072,8,2222222222,81.88680649
2014013072,9,2011011208,89.34226782
2014013072,9,2013310564,83.65280645
2014013072,9,2222222222,97.24058271
2014013072,10,2011011208,89.34226782
2014013072,10,2013310564,92.94756272
2014013072,10,2222222222,81.88680649
2014013072,11,2011011208,94.59769534
2014013072,11,2013310564,83.65280645
2014013072,11,2222222222,87.0047319
2014013072,12,2011011208,89.34226782
2014013072,12,2013310564,74.35805017
2014013072,12,2222222222,81.88680649
2014013076,1,2011011208,73.57598527
2014013076,1,2013310564,83.65280645
2014013076,1,2222222222,71.65095568
2014013076,2,2011011208,89.34226782
2014013076,2,2013310564,83.65280645
2014013076,2,2222222222,87.0047319
2014013076,3,2011011208,94.59769534
2014013076,3,2013310564,83.65280645
2014013076,3,2222222222,92.1226573
2014013076,4,2011011208,78.83141278
2014013076,4,2013310564,74.35805017
2014013076,4,2222222222,92.1226573
2014013076,5,2011011208,84.0868403
2014013076,5,2013310564,65.0632939
2014013076,5,2222222222,71.65095568
2014013076,6,2011011208,84.0868403
2014013076,6,2013310564,83.65280645
